9123,9123,9,"Grapefruit juice, white, canned or bottled, unsweetened","Grapefruit juice, white, canned or bottled, unsweetened",1090,5500,"Magnesium, Mg","Magnesium, Mg",MG,8,,,,1,9.6,9.1,10.1,9.7,10,4/1/2019
9123,9123,9,"Grapefruit juice, white, canned or bottled, unsweetened","Grapefruit juice, white, canned or bottled, unsweetened",1175,6800,Vitamin B-6,Vitamin B-6,MG,0.02,,,,0,0,0,0,0,4,4/1/2019
9123,9123,9,"Grapefruit juice, white, canned or bottled, unsweetened","Grapefruit juice, white, canned or bottled, unsweetened",1109,7905,Vitamin E (alpha-tocopherol),Vitamin E (alpha-tocopherol),MG,0.04,,,,0,0.22,0.21,0.23,0.22,2,4/1/2019
9123,9123,9,"Grapefruit juice, white, canned or bottled, unsweetened","Grapefruit juice, white, canned or bottled, unsweetened",1005,1110,"Carbohydrate, by difference","Carbohydrate, by difference",G,7.93,,,,0,7.59,,,,,4/1/2019
9123,9123,9,"Grapefruit juice, white, canned or bottled, unsweetened","Grapefruit juice, white, canned or bottled, unsweetened",1079,1200,"Fiber, total dietary","Fiber, total dietary",G,0.8,,,,1,0.2,0,0.5,0.2,2,4/1/2019
9123,9123,9,"Grapefruit juice, white, canned or bottled, unsweetened","Grapefruit juice, white, canned or bottled, unsweetened",1089,5400,"Iron, Fe","Iron, Fe",MG,0.11,,,,1,0.07,0.06,0.1,0.07,10,4/1/2019
9123,9123,9,"Grapefruit juice, white, canned or bottled, unsweetened","Grapefruit juice, white, canned or bottled, unsweetened",1012,1800,Fructose,Fructose,G,2.9,,,,1,3.32,3.03,3.66,3.26,6,4/1/2019
9123,9123,9,"Grapefruit juice, white, canned or bottled, unsweetened","Grapefruit juice, white, canned or bottled, unsweetened",1014,2000,Maltose,Maltose,G,0,,,,0,0,0,0,0,6,4/1/2019
9123,9123,9,"Grapefruit juice, white, canned or bottled, unsweetened","Grapefruit juice, white, canned or bottled, unsweetened",1051,100,Water,Water,G,91.2,,,,1,90.9,90.7,91,90.8,10,4/1/2019
9123,9123,9,"Grapefruit juice, white, canned or bottled, unsweetened","Grapefruit juice, white, canned or bottled, unsweetened",1166,6500,Riboflavin,Riboflavin,MG,0.02,,,0,17,0.02,0.02,0.02,0.02,2,4/1/2019
9123,9123,9,"Grapefruit juice, white, canned or bottled, unsweetened","Grapefruit juice, white, canned or bottled, unsweetened",1003,600,Protein,Protein,G,0.58,,,,1,0.55,0.44,0.62,0.56,,4/1/2019
9123,9123,9,"Grapefruit juice, white, canned or bottled, unsweetened","Grapefruit juice, white, canned or bottled, unsweetened",1008,300,Energy,Energy,KCAL,34,,,,0,37,,,,,4/1/2019
9123,9123,9,"Grapefruit juice, white, canned or bottled, unsweetened","Grapefruit juice, white, canned or bottled, unsweetened",1095,5900,"Zinc, Zn","Zinc, Zn",MG,0.08,,,,1,0.04,0.04,0.05,0.04,10,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1051,100,Water,Water,G,83.07,80,85.11,0.989,20,83.9,82.6,85.1,84,8,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1126,8100,"Tocopherol, gamma","Tocopherol, gamma",MG,0.03,0.02,0.04,0.005,4,0.03,0.02,0.04,0.02,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1128,8300,"Tocotrienol, alpha","Tocotrienol, alpha",MG,0,0,0,0,4,0,0,0,0,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1075,2100,Galactose,Galactose,G,0.17,0,0.82,0.089,8,0.17,0,0.82,0.04,8,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1211,16400,Threonine,Threonine,G,0.047,,,,0,0.043,0.037,0.05,0.042,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1095,5900,"Zinc, Zn","Zinc, Zn",MG,0.14,0.09,0.2,0.01,21,0.14,0.11,0.2,0.12,6,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1007,1000,Ash,Ash,G,0.61,0.4,0.72,0.044,20,0.63,0.46,0.72,0.66,8,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1010,1600,Sucrose,Sucrose,G,0.15,0.07,0.33,0.021,8,0.15,0.07,0.33,0.07,6,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1093,5800,"Sodium, Na","Sodium, Na",MG,3,0,4,0.713,18,5,2,8,5,6,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1005,1110,"Carbohydrate, by difference","Carbohydrate, by difference",G,14.66,,,,0,14,,,,,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1092,5700,"Potassium, K","Potassium, K",MG,312,286,358,6.598,16,198,105,314,130,7,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1224,17700,Glutamic acid,Glutamic acid,G,0.184,,,,0,0.165,0.158,0.182,0.16,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1170,6700,Pantothenic acid,Pantothenic acid,MG,0.183,0.131,0.28,0.025,18,0.206,0.131,0.28,0.215,6,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1216,16900,Cystine,Cystine,G,0.031,,,,0,0.028,0.024,0.032,0.028,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1103,6200,"Selenium, Se","Selenium, Se",UG,0.2,0.1,0.3,0.04,5,0.2,0.1,0.3,0.3,5,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1011,1700,Glucose,Glucose (dextrose),G,4.11,3.8,4.55,0.055,8,4.11,3.8,4.54,3.99,8,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1175,6800,Vitamin B-6,Vitamin B-6,MG,0.063,0.055,0.08,0.002,18,0.061,0.057,0.063,0.061,6,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1122,7530,Lycopene,Lycopene,UG,0,0,0,0,6,0,0,0,0,6,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1013,1900,Lactose,Lactose,G,0,0,0,0,7,0.02,0,0.12,0,8,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1062,400,Energy,Energy,kJ,255,,,,0,241,,,,,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1130,8500,"Tocotrienol, gamma","Tocotrienol, gamma",MG,0.1,0.07,0.14,0.014,4,0.1,0.07,0.14,0.1,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1177,6900,"Folate, total","Folate, total",UG,25,20,35,2.021,17,26,20,32,25,5,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1125,8000,"Tocopherol, beta","Tocopherol, beta",MG,0,0,0,0,4,0,0,0,0,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1217,17000,Phenylalanine,Phenylalanine,G,0.044,,,,0,0.039,0.038,0.042,0.038,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1101,6100,"Manganese, Mn","Manganese, Mn",MG,0.098,0.069,0.16,0.011,17,0.064,0.037,0.11,0.053,8,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1220,17300,Arginine,Arginine,G,0.081,,,,0,0.073,0.065,0.082,0.072,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1225,17800,Glycine,Glycine,G,0.06,,,,0,0.054,0.049,0.059,0.054,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1106,7420,"Vitamin A, RAE","Vitamin A, RAE",UG,4,3,6,0.236,18,4,,,,,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1213,16600,Leucine,Leucine,G,0.066,,,,0,0.059,0.054,0.065,0.058,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1091,5600,"Phosphorus, P","Phosphorus, P",MG,34,25,42,1.603,19,34,27,42,35,7,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1090,5500,"Magnesium, Mg","Magnesium, Mg",MG,17,12,23,0.953,21,15.7,11.6,18.3,16.1,8,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1210,16300,Tryptophan,Tryptophan,G,0.015,,,,0,0.013,0.007,0.018,0.014,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1003,600,Protein,Protein,G,1.14,0.8,1.6,0.116,20,1.06,0.8,1.32,1.01,,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1162,6300,"Vitamin C, total ascorbic acid","Vitamin C, total ascorbic acid",MG,92.7,77.4,118,3.367,16,74.7,55.5,105,71.8,8,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1127,8200,"Tocopherol, delta","Tocopherol, delta",MG,0,0,0,0,4,0,0,0,0,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1212,16500,Isoleucine,Isoleucine,G,0.051,,,,0,0.046,0.041,0.05,0.047,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1219,17200,Valine,Valine,G,0.057,,,,0,0.052,0.045,0.056,0.052,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1227,18000,Serine,Serine,G,0.053,,,,0,0.047,0.045,0.05,0.046,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1167,6600,Niacin,Niacin,MG,0.341,0.251,0.444,0.032,18,0.37,0.251,0.444,0.369,6,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1089,5400,"Iron, Fe","Iron, Fe",MG,0.31,0.17,0.7,0.062,21,0.24,0.17,0.34,0.23,8,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1215,16800,Methionine,Methionine,G,0.024,,,,0,0.022,0.016,0.027,0.021,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1107,7440,"Carotene, beta","Carotene, beta",UG,52,32,70,2.982,18,52,32,69,52,6,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1014,2000,Maltose,Maltose,G,0.19,0.15,0.3,0.016,8,0.19,0.15,0.3,0.18,8,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1004,800,Total lipid (fat),Total lipid (fat),G,0.52,0.11,1.09,0.12,20,0.44,0.11,1.09,0.3,8,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1218,17100,Tyrosine,Tyrosine,G,0.034,,,,0,0.03,0.027,0.034,0.03,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1221,17400,Histidine,Histidine,G,0.027,,,,0,0.024,0.023,0.026,0.024,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1165,6400,Thiamin,Thiamin,MG,0.027,0.015,0.038,,2,0.027,0.015,0.038,0.027,2,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1129,8400,"Tocotrienol, beta","Tocotrienol, beta",MG,0,0,0,0,4,0,0,0,0,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1012,1800,Fructose,Fructose,G,4.35,4.04,4.8,0.084,8,4.35,4.04,4.8,4.24,8,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1109,7905,Vitamin E (alpha-tocopherol),Vitamin E (alpha-tocopherol),MG,1.46,1.28,1.82,0.043,16,1.3,1.28,1.33,1.3,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1079,1200,"Fiber, total dietary","Fiber, total dietary",G,3,2.3,3.8,0.211,8,3,2.4,3.8,3,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1087,5300,"Calcium, Ca","Calcium, Ca",MG,34,21,45,4.113,20,35,21,44,36,7,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1222,17500,Alanine,Alanine,G,0.053,,,,0,0.048,0.045,0.051,0.048,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1166,6500,Riboflavin,Riboflavin,MG,0.025,0.02,0.034,0.003,18,0.025,0.02,0.03,0.025,6,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1009,2200,Starch,Starch,G,0,0,0,0,4,0,0,0,0,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1223,17600,Aspartic acid,Aspartic acid,G,0.126,,,,0,0.113,0.1,0.127,0.112,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1184,8900,Vitamin K (Dihydrophylloquinone),Dihydrophylloquinone,UG,0,0,0,0,8,0,0,0,0,8,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1185,8800,Vitamin K (phylloquinone),Vitamin K (phylloquinone),UG,40.3,33.9,50.3,1.786,8,40.3,33.9,50.3,39.8,8,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1063,1500,"Sugars, Total","Sugars, total",G,8.99,8.37,9.52,0.163,8,8.99,,,,,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1131,8600,"Tocotrienol, delta","Tocotrienol, delta",MG,0,0,0,0,4,0,0,0,0,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1008,300,Energy,Energy,KCAL,61,,,,0,58,,,,,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1050,1120,"Carbohydrate, by difference","Carbohydrate, by difference",G,14.66,,,,0,12,,,,,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1214,16700,Lysine,Lysine,G,0.061,,,,0,0.055,0.052,0.061,0.053,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1226,17900,Proline,Proline,G,0.044,,,,0,0.04,0.036,0.044,0.039,4,4/1/2019
9148,9148,9,"Kiwifruit, green, raw","Kiwifruit, green, raw",1098,6000,"Copper, Cu","Copper, Cu",MG,0.13,0.077,0.182,0.007,21,0.134,0.077,0.18,0.131,8,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1101,6100,"Manganese, Mn","Manganese, Mn",MG,0.054,0.037,0.066,0.009,8,0.047,0.037,0.061,0.037,7,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1079,1200,"Fiber, total dietary","Fiber, total dietary",G,1.7,1.1,2.2,0.179,12,1.5,,,,,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1213,16600,Leucine,Leucine,G,0.014,,,,0,0.013,0,0.028,0.012,4,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1003,600,Protein,Protein,G,1.06,0.82,1.26,0.06,8,1.06,0.82,1.26,1.1,,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1214,16700,Lysine,Lysine,G,0.016,,,,0,0.015,0,0.031,0.014,4,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1227,18000,Serine,Serine,G,0.018,,,,0,0.016,0,0.035,0.015,4,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1091,5600,"Phosphorus, P","Phosphorus, P",MG,26,22,30,1.168,7,26,22,30,25,7,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1221,17400,Histidine,Histidine,G,0.008,,,,0,0.008,0,0.016,0.007,4,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1103,6200,"Selenium, Se","Selenium, Se",UG,0,0,0.1,,2,0,0,0.1,0,2,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1109,7905,Vitamin E (alpha-tocopherol),Vitamin E (alpha-tocopherol),MG,0.77,0.43,1.02,0.253,5,0.61,,,0.61,1,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1226,17900,Proline,Proline,G,0.01,,,,0,0.009,0,0.02,0.007,4,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1223,17600,Aspartic acid,Aspartic acid,G,0.568,,,,0,0.566,0.49,0.615,0.58,4,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1051,100,Water,Water,G,87.59,84.9,89.7,0.651,17,89,88.1,89.4,89.2,8,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1167,6600,Niacin,Niacin,MG,1.125,0.812,1.39,0.042,8,1.12,0.812,1.39,1.09,8,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1089,5400,"Iron, Fe","Iron, Fe",MG,0.28,0.13,0.45,0.034,8,0.3,0.13,0.45,0.31,7,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1014,2000,Maltose,Maltose,G,0,0,0,0,8,0,0,0,0,8,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1211,16400,Threonine,Threonine,G,0.009,,,,0,0.008,0,0.019,0.006,4,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1215,16800,Methionine,Methionine,G,0.006,,,,0,0.005,0,0.013,0.004,4,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1106,7420,"Vitamin A, RAE","Vitamin A, RAE",UG,17,,,,0,21,,,,,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1293,12900,"Fatty acids, total polyunsaturated","Fatty acids, total polyunsaturated",G,0.113,,,,0,0,,,,,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1098,6000,"Copper, Cu","Copper, Cu",MG,0.086,0.021,0.175,0.031,8,0.082,0.021,0.175,0.047,7,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1075,2100,Galactose,Galactose,G,0,0,0,0,8,0,0,0,0,8,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1126,8100,"Tocopherol, gamma","Tocopherol, gamma",MG,0.01,0,0.04,0.012,5,0.04,,,0.04,1,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1090,5500,"Magnesium, Mg","Magnesium, Mg",MG,9,8,10,0.267,8,8.8,7.8,9.4,8.9,7,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1170,6700,Pantothenic acid,Pantothenic acid,MG,0.185,0.123,0.259,0.007,8,0.185,0.123,0.259,0.185,8,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1218,17100,Tyrosine,Tyrosine,G,0.007,,,,0,0.006,0,0.014,0.006,4,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1165,6400,Thiamin,Thiamin,MG,0.034,0.027,0.049,0.002,8,0.034,0.027,0.049,0.028,8,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1012,1800,Fructose,Fructose,G,1.37,1.1,1.6,0.059,12,1.39,1.18,1.54,1.4,8,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1005,1110,"Carbohydrate, by difference","Carbohydrate, by difference",G,10.55,,,,0,9.18,,,,,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1217,17000,Phenylalanine,Phenylalanine,G,0.021,,,,0,0.01,0,0.021,0.009,4,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1162,6300,"Vitamin C, total ascorbic acid","Vitamin C, total ascorbic acid",MG,5.4,,,0.409,6,2.9,2.4,3.4,2.9,8,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1008,300,Energy,Energy,KCAL,44,,,,0,39,,,,,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1087,5300,"Calcium, Ca","Calcium, Ca",MG,6,5,8,1.405,4,2,0,6,0,7,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1224,17700,Glutamic acid,Glutamic acid,G,0.034,,,,0,0.032,0,0.068,0.029,4,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1092,5700,"Potassium, K","Potassium, K",MG,201,149,228,23.23,6,131,74,166,149,7,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1225,17800,Glycine,Glycine,G,0.011,,,,0,0.01,0,0.023,0.009,4,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1292,11400,"Fatty acids, total monounsaturated","Fatty acids, total monounsaturated",G,0.088,,,,0,0,,,,,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1219,17200,Valine,Valine,G,0.013,,,,0,0.012,0,0.025,0.01,4,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1009,2200,Starch,Starch,G,0.07,0,0.15,0.043,4,0.07,0,0.15,0.07,4,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1184,8900,Vitamin K (Dihydrophylloquinone),Dihydrophylloquinone,UG,0,0,0,0,8,0,0,0,0,4,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1185,8800,Vitamin K (phylloquinone),Vitamin K (phylloquinone),UG,2.2,1.3,2.8,0.156,8,2,1.3,2.5,2,4,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1127,8200,"Tocopherol, delta","Tocopherol, delta",MG,0.01,0,0.03,0.009,5,0.03,,,0.03,1,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1258,9700,"Fatty acids, total saturated","Fatty acids, total saturated",G,0.025,,,,0,0,,,,,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1050,1120,"Carbohydrate, by difference","Carbohydrate, by difference",G,10.55,,,,0,9.42,,,,,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1122,7530,Lycopene,Lycopene,UG,0,0,0,0,8,0,0,0,0,8,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1175,6800,Vitamin B-6,Vitamin B-6,MG,0.025,0.012,0.036,0,8,0.025,0.012,0.036,0.026,8,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1013,1900,Lactose,Lactose,G,0,0,0,0,8,0,0,0,0,8,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1107,7440,"Carotene, beta","Carotene, beta",UG,150,100,331,30.889,10,199,114,331,184,8,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1093,5800,"Sodium, Na","Sodium, Na",MG,0,0,1,0.153,3,13,5,17,15,7,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1177,6900,"Folate, total","Folate, total",UG,5,3,8,1.177,4,6,3,8,7,8,4/1/2019
9191,9191,9,"Nectarines, raw","Nectarines, raw",1007,1000,Ash,Ash,G,0.48,0.35,0.61,0.02,8,0.48,0.35,0.6,0.48,8,4/1/2019
